0 0 -1.63141 -3.91313
0 1 -0.142705 1.31096
0 2 0.989816 1.48827
0 3 -3.51748 -0.366776
0 4 -2.86175 3.12867
0 5 0.424467 -1.7153
1 0 -1.00759 -1.681
1 1 1.19048 -0.673023
1 2 -0.803584 -0.028781
1 3 3.57805 -1.70373
1 4 1.22006 4.30325
1 5 -1.35809 1.8108
