0 0 0 8.51895 -4.73225 0.029142
0 0 1 -1.47672 -0.526286 -0.00049391
0 0 2 -2.5024 -4.24939 -0.00131323
0 0 3 -0.906654 1.18011 0.00525015
0 0 4 2.519 -1.00928 0.00173932
0 0 5 2.81807 2.2671 0.00237602
0 1 0 7.48372 -1.79805 0.0198845
0 1 1 -6.08998 -1.63613 -0.0116028
0 1 2 -2.11608 -6.50644 -0.0103121
0 1 3 1.30609 -2.09169 -0.00182862
0 1 4 2.22578 -2.16395 0.00586775
0 1 5 1.81492 2.26545 0.00364169
0 2 0 1.00591 5.67876 -0.00734179
0 2 1 -5.35613 1.0515 -0.00940033
0 2 2 -2.25123 -9.47557 -0.0286493
0 2 3 -2.47339 3.88502 0.0155937
0 2 4 5.79576 0.726788 -0.0107064
0 2 5 -1.08984 -0.728938 0.00986774
0 3 0 -2.62509 -1.06671 -0.00540645
0 3 1 9.59176 26.8172 0.0377946
0 3 2 0.111719 -4.17616 -0.00918302
0 3 3 2.37631 -0.364569 -0.000630337
0 3 4 3.94307 -0.541457 -0.0108019
0 3 5 -3.34549 -0.0209716 0.00753992
0 4 0 3.29751 -0.158406 -0.0159854
0 4 1 -12.428 -6.76199 -0.0202949
0 4 2 -3.96582 -0.402933 -0.00313257
0 4 3 -6.12719 0.3711 0.0054369
0 4 4 10.9843 0.034466 -0.0122772
0 4 5 4.81119 0.88123 0.00189312
1 0 0 -3.1437 -2.05016 -0.01064
1 0 1 0.0879737 0.553933 -0.00647568
1 0 2 1.92534 -5.24453 0.0144314
1 0 3 0.183162 -0.200043 0.00154725
1 0 4 -9.51604 4.57935 0.0272036
1 0 5 -2.91567 1.30163 -0.00356482
1 1 0 -1.07738 -0.2943 -0.0074193
1 1 1 4.6771 -0.996078 0.010824
1 1 2 2.40475 -8.31968 0.021904
1 1 3 1.43806 -1.44843 -0.00617023
1 1 4 -7.2184 1.80026 0.01607
1 1 5 -1.13195 2.68355 0.00181108
1 2 0 -0.331809 1.10589 -0.00934536
1 2 1 2.4508 0.703988 0.00795951
1 2 2 3.41771 -9.02323 0.0292377
1 2 3 2.62389 3.57328 -0.0127091
1 2 4 -3.8862 2.22353 0.0118244
1 2 5 0.325531 2.77733 0.00982913
1 3 0 -0.229175 -1.31232 -0.00796336
1 3 1 5.66122 -1.12717 0.015002
1 3 2 0.492913 -2.28847 0.00815991
1 3 3 0.211563 -0.121862 -0.00231198
1 3 4 -1.28733 1.2174 0.00943957
1 3 5 2.32715 0.451808 0.0108433
1 4 0 -8.99874 -4.19427 -0.0106407
1 4 1 7.56074 -0.680524 0.0111776
1 4 2 4.13565 2.82799 -0.00648333
1 4 3 6.95276 0.527346 -0.0123653
1 4 4 -5.23222 -4.6188 0.00294318
1 4 5 -5.4567 -2.13163 0.0118393
