DetId: 0  VFat_iid: 0   Eff: 0.908341        pm: 0.00247579 ( stat: 13583 ) 
DetId: 0  VFat_iid: 1   Eff: 0.91193        pm: 0.00303676 ( stat: 8709 ) 
DetId: 0  VFat_iid: 2   Eff: 0.931557        pm: 0.00422902 ( stat: 3565 ) 
DetId: 0  VFat_iid: 3   Eff: 0.945571        pm: 0.00370563 ( stat: 3748 ) 
DetId: 0  VFat_iid: 4   Eff: 0.947729        pm: 0.00376163 ( stat: 3501 ) 
DetId: 0  VFat_iid: 5   Eff: 0.941038        pm: 0.00403436 ( stat: 3409 ) 
DetId: 0  VFat_iid: 6   Eff: 0.943816        pm: 0.00426218 ( stat: 2919 ) 
DetId: 0  VFat_iid: 7   Eff: 0.954743        pm: 0.00365978 ( stat: 3226 ) 
DetId: 0  VFat_iid: 8   Eff: 0.943109        pm: 0.00404019 ( stat: 3287 ) 
DetId: 0  VFat_iid: 9   Eff: 0.955482        pm: 0.00375921 ( stat: 3010 ) 
DetId: 0  VFat_iid: 10   Eff: 0.947951        pm: 0.00449681 ( stat: 2440 ) 
DetId: 0  VFat_iid: 11   Eff: 0.955563        pm: 0.00382453 ( stat: 2903 ) 
DetId: 0  VFat_iid: 12   Eff: 0.950674        pm: 0.00407927 ( stat: 2818 ) 
DetId: 0  VFat_iid: 13   Eff: 0.953979        pm: 0.0038976 ( stat: 2890 ) 
DetId: 0  VFat_iid: 14   Eff: 0.895997        pm: 0.00590441 ( stat: 2673 ) 
DetId: 0  VFat_iid: 15   Eff: 0.902262        pm: 0.00381566 ( stat: 6057 ) 
DetId: 0  VFat_iid: 16   Eff: 0.862023        pm: 0.00314421 ( stat: 12031 ) 
DetId: 1  VFat_iid: 0   Eff: 0.774394        pm: 0.00375661 ( stat: 12380 ) 
DetId: 1  VFat_iid: 1   Eff: 0.00637131        pm: 0.000968516 ( stat: 6749 ) 
DetId: 1  VFat_iid: 2   Eff: 0.623652        pm: 0.00903539 ( stat: 2875 ) 
DetId: 1  VFat_iid: 3   Eff: 0.619124        pm: 0.00871324 ( stat: 3106 ) 
DetId: 1  VFat_iid: 4   Eff: 0.649202        pm: 0.00888938 ( stat: 2882 ) 
DetId: 1  VFat_iid: 5   Eff: 0.63686        pm: 0.00888434 ( stat: 2930 ) 
DetId: 1  VFat_iid: 6   Eff: 0.575532        pm: 0.00954572 ( stat: 2681 ) 
DetId: 1  VFat_iid: 7   Eff: 0.598341        pm: 0.00911442 ( stat: 2893 ) 
DetId: 1  VFat_iid: 8   Eff: 0.54624        pm: 0.00890594 ( stat: 3125 ) 
DetId: 1  VFat_iid: 9   Eff: 0.558245        pm: 0.00892057 ( stat: 3099 ) 
DetId: 1  VFat_iid: 10   Eff: 0.548644        pm: 0.00946362 ( stat: 2765 ) 
DetId: 1  VFat_iid: 11   Eff: 0.536746        pm: 0.00883705 ( stat: 3184 ) 
DetId: 1  VFat_iid: 12   Eff: 0.547139        pm: 0.00897508 ( stat: 3076 ) 
DetId: 1  VFat_iid: 13   Eff: 0.533641        pm: 0.00874398 ( stat: 3255 ) 
DetId: 1  VFat_iid: 14   Eff: 0.471443        pm: 0.00928724 ( stat: 2889 ) 
DetId: 1  VFat_iid: 15   Eff: 0.00372717        pm: 0.000679216 ( stat: 8049 ) 
