       0E0	14
1.000000E0	14
2.000000E0	14
3.000000E0	14
4.000000E0	14
5.000000E0	14
6.000000E0	14
7.000000E0	14
8.000000E0	14
9.000000E0	14
1.000000E1	14
1.100000E1	14
1.200000E1	14
1.300000E1	14
1.400000E1	14
1.500000E1	14
1.600000E1	14
1.700000E1	14
1.800000E1	14
1.900000E1	14
2.000000E1	14
2.100000E1	14
2.200000E1	14
2.300000E1	14
2.400000E1	14
2.500000E1	14
2.600000E1	14
2.700000E1	14
2.800000E1	14
2.900000E1	14
3.000000E1	14
3.100000E1	14
3.200000E1	14
3.300000E1	14
3.400000E1	14
3.500000E1	14
3.600000E1	14
3.700000E1	14
3.800000E1	14
3.900000E1	14
4.000000E1	14
4.100000E1	14
4.200000E1	14
4.300000E1	14
4.400000E1	14
4.500000E1	14
4.600000E1	14
4.700000E1	14
4.800000E1	14
4.900000E1	14
5.000000E1	14
5.100000E1	14
5.200000E1	14
5.300000E1	14
5.400000E1	14
5.500000E1	14
5.600000E1	14
5.700000E1	14
5.800000E1	14
5.900000E1	14
6.000000E1	14
6.100000E1	14
6.200000E1	14
6.300000E1	14
6.400000E1	14
6.500000E1	14
6.600000E1	14
6.700000E1	14
6.800000E1	14
6.900000E1	14
7.000000E1	14
7.100000E1	14
7.200000E1	14
7.300000E1	14
7.400000E1	14
7.500000E1	14
7.600000E1	14
7.700000E1	14
7.800000E1	14
7.900000E1	14
8.000000E1	14
8.100000E1	14
8.200000E1	14
8.300000E1	14
8.400000E1	14
8.500000E1	14
8.600000E1	14
8.700000E1	14
8.800000E1	14
8.900000E1	14
9.000000E1	14
9.100000E1	14
9.200000E1	14
9.300000E1	14
9.400000E1	14
9.500000E1	14
9.600000E1	14
9.700000E1	14
9.800000E1	14
9.900000E1	14
1.000000E2	14
1.010000E2	14
1.020000E2	14
1.030000E2	14
1.040000E2	14
1.050000E2	14
1.060000E2	14
1.070000E2	14
1.080000E2	14
1.090000E2	14
1.100000E2	14
1.110000E2	14
1.120000E2	14
1.130000E2	14
1.140000E2	14
1.150000E2	14
1.160000E2	14
1.170000E2	14
1.180000E2	14
1.190000E2	14
1.200000E2	14
1.210000E2	14
1.220000E2	14
1.230000E2	14
1.240000E2	14
1.250000E2	14
1.260000E2	14
1.270000E2	14
1.280000E2	14
1.290000E2	14
1.300000E2	14
1.310000E2	14
1.320000E2	14
1.330000E2	14
1.340000E2	14
1.350000E2	14
1.360000E2	14
1.370000E2	14
1.380000E2	14
1.390000E2	14
1.400000E2	14
1.410000E2	14
1.420000E2	14
1.430000E2	14
1.440000E2	14
1.450000E2	14
1.460000E2	14
1.470000E2	14
1.480000E2	14
1.490000E2	14
1.500000E2	14
1.510000E2	14
1.520000E2	14
1.530000E2	14
1.540000E2	14
1.550000E2	14
1.560000E2	14
1.570000E2	14
1.580000E2	14
1.590000E2	14
1.600000E2	14
1.610000E2	14
1.620000E2	14
1.630000E2	14
1.640000E2	14
1.650000E2	14
1.660000E2	14
1.670000E2	14
1.680000E2	14
1.690000E2	14
1.700000E2	14
1.710000E2	14
1.720000E2	14
1.730000E2	14
1.740000E2	14
1.750000E2	14
1.760000E2	14
1.770000E2	14
1.780000E2	14
1.790000E2	14
1.800000E2	14
1.810000E2	14
1.820000E2	14
1.830000E2	14
1.840000E2	14
1.850000E2	14
1.860000E2	14
1.870000E2	14
1.880000E2	14
1.890000E2	14
1.900000E2	14
1.910000E2	14
1.920000E2	14
1.930000E2	14
1.940000E2	14
1.950000E2	14
1.960000E2	14
1.970000E2	14
1.980000E2	14
1.990000E2	14
2.000000E2	14
2.010000E2	14
2.020000E2	14
2.030000E2	14
2.040000E2	14
2.050000E2	14
2.060000E2	14
2.070000E2	14
2.080000E2	14
2.090000E2	14
2.100000E2	14
2.110000E2	14
2.120000E2	14
2.130000E2	14
2.140000E2	14
2.150000E2	14
2.160000E2	14
2.170000E2	14
2.180000E2	14
2.190000E2	14
2.200000E2	14
2.210000E2	14
2.220000E2	14
2.230000E2	14
2.240000E2	14
2.250000E2	14
2.260000E2	14
2.270000E2	14
2.280000E2	14
2.290000E2	14
2.300000E2	14
2.310000E2	14
2.320000E2	14
2.330000E2	14
2.340000E2	14
2.350000E2	14
2.360000E2	14
2.370000E2	14
2.380000E2	14
2.390000E2	14
2.400000E2	14
2.410000E2	14
2.420000E2	14
2.430000E2	14
2.440000E2	14
2.450000E2	14
2.460000E2	14
2.470000E2	14
2.480000E2	14
2.490000E2	14
2.500000E2	14
2.510000E2	14
2.520000E2	14
2.530000E2	14
2.540000E2	14
2.550000E2	14

