#                                                        a0: signalShape
#                                                          a1: syncPhase
#                                                       a2: binOfMaximum
#                                                          a3: timePhase
#                                                       a4: timeSmearing
#                                                      a5: packingScheme
#   eta  phi  dep        det      param1      DetId     a0   a1   a2     a3   a4   a5
     -5   39    1         HB   140908157    420042A7   125    1    5    6.0    1    1
     -6   39    1         HB   140908157    42004327   125    1    5    6.0    1    1
     -7   39    1         HB   140908157    420043A7   125    1    5    6.0    1    1
     -8   39    1         HB   140908157    42004427   125    1    5    6.0    1    1
     -9   39    1         HB   140908157    420044A7   125    1    5    6.0    1    1
    -10   39    1         HB   140908157    42004527   125    1    5    6.0    1    1
    -11   39    1         HB   140908157    420045A7   125    1    5    6.0    1    1
    -12   39    1         HB   140908157    42004627   125    1    5    6.0    1    1
    -13   39    1         HB   140908157    420046A7   125    1    5    6.0    1    1
    -14   39    1         HB   140908157    42004727   125    1    5    6.0    1    1
    -15   39    1         HB   140908157    420047A7   125    1    5    6.0    1    1
    -15   39    2         HB   140908157    420087A7   125    1    5    6.0    1    1
    -16   39    1         HB   140908157    42004827   125    1    5    6.0    1    1
    -16   39    2         HB   140908157    42008827   125    1    5    6.0    1    1
     -1   40    1         HB   140908157    420040A8   125    1    5    6.0    1    1
     -2   40    1         HB   140908157    42004128   125    1    5    6.0    1    1
     -3   40    1         HB   140908157    420041A8   125    1    5    6.0    1    1
     -4   40    1         HB   140908157    42004228   125    1    5    6.0    1    1
     -5   40    1         HB   140908157    420042A8   125    1    5    6.0    1    1
     -6   40    1         HB   140908157    42004328   125    1    5    6.0    1    1
     -7   40    1         HB   140908157    420043A8   125    1    5    6.0    1    1
     -8   40    1         HB   140908157    42004428   125    1    5    6.0    1    1
     -9   40    1         HB   140908157    420044A8   125    1    5    6.0    1    1
    -10   40    1         HB   140908157    42004528   125    1    5    6.0    1    1
    -11   40    1         HB   140908157    420045A8   125    1    5    6.0    1    1
    -12   40    1         HB   140908157    42004628   125    1    5    6.0    1    1
    -13   40    1         HB   140908157    420046A8   125    1    5    6.0    1    1
    -14   40    1         HB   140908157    42004728   125    1    5    6.0    1    1
    -15   40    1         HB   140908157    420047A8   125    1    5    6.0    1    1
    -15   40    2         HB   140908157    420087A8   125    1    5    6.0    1    1
    -16   40    1         HB   140908157    42004828   125    1    5    6.0    1    1
    -16   40    2         HB   140908157    42008828   125    1    5    6.0    1    1
     -1   41    1         HB   140908157    420040A9   125    1    5    6.0    1    1
     -2   41    1         HB   140908157    42004129   125    1    5    6.0    1    1
     -3   41    1         HB   140908157    420041A9   125    1    5    6.0    1    1
     -4   41    1         HB   140908157    42004229   125    1    5    6.0    1    1
     -5   41    1         HB   140908157    420042A9   125    1    5    6.0    1    1
     -6   41    1         HB   140908157    42004329   125    1    5    6.0    1    1
     -7   41    1         HB   140908157    420043A9   125    1    5    6.0    1    1
     -8   41    1         HB   140908157    42004429   125    1    5    6.0    1    1
     -9   41    1         HB   140908157    420044A9   125    1    5    6.0    1    1
    -10   41    1         HB   140908157    42004529   125    1    5    6.0    1    1
    -11   41    1         HB   140908157    420045A9   125    1    5    6.0    1    1
    -12   41    1         HB   140908157    42004629   125    1    5    6.0    1    1
    -13   41    1         HB   140908157    420046A9   125    1    5    6.0    1    1
    -14   41    1         HB   140908157    42004729   125    1    5    6.0    1    1
    -15   41    1         HB   140908157    420047A9   125    1    5    6.0    1    1
    -15   41    2         HB   140908157    420087A9   125    1    5    6.0    1    1
    -16   41    1         HB   140908157    42004829   125    1    5    6.0    1    1
    -16   41    2         HB   140908157    42008829   125    1    5    6.0    1    1
     -1   42    1         HB   140908157    420040AA   125    1    5    6.0    1    1
     -2   42    1         HB   140908157    4200412A   125    1    5    6.0    1    1
     -3   42    1         HB   140908157    420041AA   125    1    5    6.0    1    1
     -4   42    1         HB   140908157    4200422A   125    1    5    6.0    1    1
     -5   42    1         HB   140908157    420042AA   125    1    5    6.0    1    1
     -6   42    1         HB   140908157    4200432A   125    1    5    6.0    1    1
     -7   42    1         HB   140908157    420043AA   125    1    5    6.0    1    1
     -8   42    1         HB   140908157    4200442A   125    1    5    6.0    1    1
     -9   42    1         HB   140908157    420044AA   125    1    5    6.0    1    1
    -10   42    1         HB   140908157    4200452A   125    1    5    6.0    1    1
    -11   42    1         HB   140908157    420045AA   125    1    5    6.0    1    1
    -12   42    1         HB   140908157    4200462A   125    1    5    6.0    1    1
    -13   42    1         HB   140908157    420046AA   125    1    5    6.0    1    1
    -14   42    1         HB   140908157    4200472A   125    1    5    6.0    1    1
    -15   42    1         HB   140908157    420047AA   125    1    5    6.0    1    1
    -15   42    2         HB   140908157    420087AA   125    1    5    6.0    1    1
    -16   42    1         HB   140908157    4200482A   125    1    5    6.0    1    1
    -16   42    2         HB   140908157    4200882A   125    1    5    6.0    1    1
     -1   43    1         HB   140908157    420040AB   125    1    5    6.0    1    1
     -2   43    1         HB   140908157    4200412B   125    1    5    6.0    1    1
     -3   43    1         HB   140908157    420041AB   125    1    5    6.0    1    1
     -4   43    1         HB   140908157    4200422B   125    1    5    6.0    1    1
     -5   43    1         HB   140908157    420042AB   125    1    5    6.0    1    1
     -6   43    1         HB   140908157    4200432B   125    1    5    6.0    1    1
     -7   43    1         HB   140908157    420043AB   125    1    5    6.0    1    1
     -8   43    1         HB   140908157    4200442B   125    1    5    6.0    1    1
     -9   43    1         HB   140908157    420044AB   125    1    5    6.0    1    1
    -10   43    1         HB   140908157    4200452B   125    1    5    6.0    1    1
    -11   43    1         HB   140908157    420045AB   125    1    5    6.0    1    1
    -12   43    1         HB   140908157    4200462B   125    1    5    6.0    1    1
    -13   43    1         HB   140908157    420046AB   125    1    5    6.0    1    1
    -14   43    1         HB   140908157    4200472B   125    1    5    6.0    1    1
    -15   43    1         HB   140908157    420047AB   125    1    5    6.0    1    1
    -15   43    2         HB   140908157    420087AB   125    1    5    6.0    1    1
    -16   43    1         HB   140908157    4200482B   125    1    5    6.0    1    1
    -16   43    2         HB   140908157    4200882B   125    1    5    6.0    1    1
     -1   44    1         HB   140908157    420040AC   125    1    5    6.0    1    1
     -2   44    1         HB   140908157    4200412C   125    1    5    6.0    1    1
     -3   44    1         HB   140908157    420041AC   125    1    5    6.0    1    1
     -4   44    1         HB   140908157    4200422C   125    1    5    6.0    1    1
     -5   44    1         HB   140908157    420042AC   125    1    5    6.0    1    1
     -6   44    1         HB   140908157    4200432C   125    1    5    6.0    1    1
     -7   44    1         HB   140908157    420043AC   125    1    5    6.0    1    1
     -8   44    1         HB   140908157    4200442C   125    1    5    6.0    1    1
     -9   44    1         HB   140908157    420044AC   125    1    5    6.0    1    1
    -10   44    1         HB   140908157    4200452C   125    1    5    6.0    1    1
    -11   44    1         HB   140908157    420045AC   125    1    5    6.0    1    1
    -12   44    1         HB   140908157    4200462C   125    1    5    6.0    1    1
    -13   44    1         HB   140908157    420046AC   125    1    5    6.0    1    1
    -14   44    1         HB   140908157    4200472C   125    1    5    6.0    1    1
    -15   44    1         HB   140908157    420047AC   125    1    5    6.0    1    1
    -15   44    2         HB   140908157    420087AC   125    1    5    6.0    1    1
    -16   44    1         HB   140908157    4200482C   125    1    5    6.0    1    1
    -16   44    2         HB   140908157    4200882C   125    1    5    6.0    1    1
     -1   45    1         HB   140908157    420040AD   125    1    5    6.0    1    1
     -2   45    1         HB   140908157    4200412D   125    1    5    6.0    1    1
     -3   45    1         HB   140908157    420041AD   125    1    5    6.0    1    1
     -4   45    1         HB   140908157    4200422D   125    1    5    6.0    1    1
     -5   45    1         HB   140908157    420042AD   125    1    5    6.0    1    1
     -6   45    1         HB   140908157    4200432D   125    1    5    6.0    1    1
     -7   45    1         HB   140908157    420043AD   125    1    5    6.0    1    1
     -8   45    1         HB   140908157    4200442D   125    1    5    6.0    1    1
     -9   45    1         HB   140908157    420044AD   125    1    5    6.0    1    1
    -10   45    1         HB   140908157    4200452D   125    1    5    6.0    1    1
    -11   45    1         HB   140908157    420045AD   125    1    5    6.0    1    1
    -12   45    1         HB   140908157    4200462D   125    1    5    6.0    1    1
    -13   45    1         HB   140908157    420046AD   125    1    5    6.0    1    1
    -14   45    1         HB   140908157    4200472D   125    1    5    6.0    1    1
    -15   45    1         HB   140908157    420047AD   125    1    5    6.0    1    1
    -15   45    2         HB   140908157    420087AD   125    1    5    6.0    1    1
    -16   45    1         HB   140908157    4200482D   125    1    5    6.0    1    1
    -16   45    2         HB   140908157    4200882D   125    1    5    6.0    1    1
     -1   46    1         HB   140908157    420040AE   125    1    5    6.0    1    1
     -2   46    1         HB   140908157    4200412E   125    1    5    6.0    1    1
     -3   46    1         HB   140908157    420041AE   125    1    5    6.0    1    1
     -4   46    1         HB   140908157    4200422E   125    1    5    6.0    1    1
     -5   46    1         HB   140908157    420042AE   125    1    5    6.0    1    1
     -6   46    1         HB   140908157    4200432E   125    1    5    6.0    1    1
     -7   46    1         HB   140908157    420043AE   125    1    5    6.0    1    1
     -8   46    1         HB   140908157    4200442E   125    1    5    6.0    1    1
     -9   46    1         HB   140908157    420044AE   125    1    5    6.0    1    1
    -10   46    1         HB   140908157    4200452E   125    1    5    6.0    1    1
    -11   46    1         HB   140908157    420045AE   125    1    5    6.0    1    1
    -12   46    1         HB   140908157    4200462E   125    1    5    6.0    1    1
    -13   46    1         HB   140908157    420046AE   125    1    5    6.0    1    1
    -14   46    1         HB   140908157    4200472E   125    1    5    6.0    1    1
    -15   46    1         HB   140908157    420047AE   125    1    5    6.0    1    1
    -15   46    2         HB   140908157    420087AE   125    1    5    6.0    1    1
    -16   46    1         HB   140908157    4200482E   125    1    5    6.0    1    1
    -16   46    2         HB   140908157    4200882E   125    1    5    6.0    1    1
     -1   47    1         HB   140908157    420040AF   125    1    5    6.0    1    1
     -2   47    1         HB   140908157    4200412F   125    1    5    6.0    1    1
     -3   47    1         HB   140908157    420041AF   125    1    5    6.0    1    1
     -4   47    1         HB   140908157    4200422F   125    1    5    6.0    1    1
     -5   47    1         HB   140908157    420042AF   125    1    5    6.0    1    1
     -6   47    1         HB   140908157    4200432F   125    1    5    6.0    1    1
     -7   47    1         HB   140908157    420043AF   125    1    5    6.0    1    1
     -8   47    1         HB   140908157    4200442F   125    1    5    6.0    1    1
     -9   47    1         HB   140908157    420044AF   125    1    5    6.0    1    1
    -10   47    1         HB   140908157    4200452F   125    1    5    6.0    1    1
    -11   47    1         HB   140908157    420045AF   125    1    5    6.0    1    1
    -12   47    1         HB   140908157    4200462F   125    1    5    6.0    1    1
    -13   47    1         HB   140908157    420046AF   125    1    5    6.0    1    1
    -14   47    1         HB   140908157    4200472F   125    1    5    6.0    1    1
    -15   47    1         HB   140908157    420047AF   125    1    5    6.0    1    1
    -15   47    2         HB   140908157    420087AF   125    1    5    6.0    1    1
    -16   47    1         HB   140908157    4200482F   125    1    5    6.0    1    1
    -16   47    2         HB   140908157    4200882F   125    1    5    6.0    1    1
     -1   48    1         HB   140908157    420040B0   125    1    5    6.0    1    1
     -2   48    1         HB   140908157    42004130   125    1    5    6.0    1    1
     -3   48    1         HB   140908157    420041B0   125    1    5    6.0    1    1
     -4   48    1         HB   140908157    42004230   125    1    5    6.0    1    1
     -5   48    1         HB   140908157    420042B0   125    1    5    6.0    1    1
     -6   48    1         HB   140908157    42004330   125    1    5    6.0    1    1
     -7   48    1         HB   140908157    420043B0   125    1    5    6.0    1    1
     -8   48    1         HB   140908157    42004430   125    1    5    6.0    1    1
     -9   48    1         HB   140908157    420044B0   125    1    5    6.0    1    1
    -10   48    1         HB   140908157    42004530   125    1    5    6.0    1    1
    -11   48    1         HB   140908157    420045B0   125    1    5    6.0    1    1
    -12   48    1         HB   140908157    42004630   125    1    5    6.0    1    1
    -13   48    1         HB   140908157    420046B0   125    1    5    6.0    1    1
    -14   48    1         HB   140908157    42004730   125    1    5    6.0    1    1
    -15   48    1         HB   140908157    420047B0   125    1    5    6.0    1    1
    -15   48    2         HB   140908157    420087B0   125    1    5    6.0    1    1
    -16   48    1         HB   140908157    42004830   125    1    5    6.0    1    1
    -16   48    2         HB   140908157    42008830   125    1    5    6.0    1    1
     -1   49    1         HB   140908157    420040B1   125    1    5    6.0    1    1
     -2   49    1         HB   140908157    42004131   125    1    5    6.0    1    1
     -3   49    1         HB   140908157    420041B1   125    1    5    6.0    1    1
     -4   49    1         HB   140908157    42004231   125    1    5    6.0    1    1
     -5   49    1         HB   140908157    420042B1   125    1    5    6.0    1    1
     -6   49    1         HB   140908157    42004331   125    1    5    6.0    1    1
     -7   49    1         HB   140908157    420043B1   125    1    5    6.0    1    1
     -8   49    1         HB   140908157    42004431   125    1    5    6.0    1    1
     -9   49    1         HB   140908157    420044B1   125    1    5    6.0    1    1
    -10   49    1         HB   140908157    42004531   125    1    5    6.0    1    1
    -11   49    1         HB   140908157    420045B1   125    1    5    6.0    1    1
    -12   49    1         HB   140908157    42004631   125    1    5    6.0    1    1
    -13   49    1         HB   140908157    420046B1   125    1    5    6.0    1    1
    -14   49    1         HB   140908157    42004731   125    1    5    6.0    1    1
    -15   49    1         HB   140908157    420047B1   125    1    5    6.0    1    1
    -15   49    2         HB   140908157    420087B1   125    1    5    6.0    1    1
    -16   49    1         HB   140908157    42004831   125    1    5    6.0    1    1
    -16   49    2         HB   140908157    42008831   125    1    5    6.0    1    1
     -1   50    1         HB   140908157    420040B2   125    1    5    6.0    1    1
     -2   50    1         HB   140908157    42004132   125    1    5    6.0    1    1
     -3   50    1         HB   140908157    420041B2   125    1    5    6.0    1    1
     -4   50    1         HB   140908157    42004232   125    1    5    6.0    1    1
     -5   50    1         HB   140908157    420042B2   125    1    5    6.0    1    1
     -6   50    1         HB   140908157    42004332   125    1    5    6.0    1    1
     -7   50    1         HB   140908157    420043B2   125    1    5    6.0    1    1
     -8   50    1         HB   140908157    42004432   125    1    5    6.0    1    1
     -9   50    1         HB   140908157    420044B2   125    1    5    6.0    1    1
    -10   50    1         HB   140908157    42004532   125    1    5    6.0    1    1
    -11   50    1         HB   140908157    420045B2   125    1    5    6.0    1    1
    -12   50    1         HB   140908157    42004632   125    1    5    6.0    1    1
    -13   50    1         HB   140908157    420046B2   125    1    5    6.0    1    1
    -14   50    1         HB   140908157    42004732   125    1    5    6.0    1    1
    -15   50    1         HB   140908157    420047B2   125    1    5    6.0    1    1
    -15   50    2         HB   140908157    420087B2   125    1    5    6.0    1    1
    -16   50    1         HB   140908157    42004832   125    1    5    6.0    1    1
    -16   50    2         HB   140908157    42008832   125    1    5    6.0    1    1
     -1   51    1         HB   140908157    420040B3   125    1    5    6.0    1    1
     -2   51    1         HB   140908157    42004133   125    1    5    6.0    1    1
     -3   51    1         HB   140908157    420041B3   125    1    5    6.0    1    1
     -4   51    1         HB   140908157    42004233   125    1    5    6.0    1    1
     -5   51    1         HB   140908157    420042B3   125    1    5    6.0    1    1
     -6   51    1         HB   140908157    42004333   125    1    5    6.0    1    1
     -7   51    1         HB   140908157    420043B3   125    1    5    6.0    1    1
     -8   51    1         HB   140908157    42004433   125    1    5    6.0    1    1
     -9   51    1         HB   140908157    420044B3   125    1    5    6.0    1    1
    -10   51    1         HB   140908157    42004533   125    1    5    6.0    1    1
    -11   51    1         HB   140908157    420045B3   125    1    5    6.0    1    1
    -12   51    1         HB   140908157    42004633   125    1    5    6.0    1    1
    -13   51    1         HB   140908157    420046B3   125    1    5    6.0    1    1
    -14   51    1         HB   140908157    42004733   125    1    5    6.0    1    1
    -15   51    1         HB   140908157    420047B3   125    1    5    6.0    1    1
    -15   51    2         HB   140908157    420087B3   125    1    5    6.0    1    1
    -16   51    1         HB   140908157    42004833   125    1    5    6.0    1    1
    -16   51    2         HB   140908157    42008833   125    1    5    6.0    1    1
     -1   52    1         HB   140908157    420040B4   125    1    5    6.0    1    1
     -2   52    1         HB   140908157    42004134   125    1    5    6.0    1    1
     -3   52    1         HB   140908157    420041B4   125    1    5    6.0    1    1
     -4   52    1         HB   140908157    42004234   125    1    5    6.0    1    1
     -5   52    1         HB   140908157    420042B4   125    1    5    6.0    1    1
     -6   52    1         HB   140908157    42004334   125    1    5    6.0    1    1
     -7   52    1         HB   140908157    420043B4   125    1    5    6.0    1    1
     -8   52    1         HB   140908157    42004434   125    1    5    6.0    1    1
     -9   52    1         HB   140908157    420044B4   125    1    5    6.0    1    1
    -10   52    1         HB   140908157    42004534   125    1    5    6.0    1    1
    -11   52    1         HB   140908157    420045B4   125    1    5    6.0    1    1
    -12   52    1         HB   140908157    42004634   125    1    5    6.0    1    1
    -13   52    1         HB   140908157    420046B4   125    1    5    6.0    1    1
    -14   52    1         HB   140908157    42004734   125    1    5    6.0    1    1
    -15   52    1         HB   140908157    420047B4   125    1    5    6.0    1    1
    -15   52    2         HB   140908157    420087B4   125    1    5    6.0    1    1
    -16   52    1         HB   140908157    42004834   125    1    5    6.0    1    1
    -16   52    2         HB   140908157    42008834   125    1    5    6.0    1    1
     -1   53    1         HB   140908157    420040B5   125    1    5    6.0    1    1
     -2   53    1         HB   140908157    42004135   125    1    5    6.0    1    1
     -3   53    1         HB   140908157    420041B5   125    1    5    6.0    1    1
     -4   53    1         HB   140908157    42004235   125    1    5    6.0    1    1
     -5   53    1         HB   140908157    420042B5   125    1    5    6.0    1    1
     -6   53    1         HB   140908157    42004335   125    1    5    6.0    1    1
     -7   53    1         HB   140908157    420043B5   125    1    5    6.0    1    1
     -8   53    1         HB   140908157    42004435   125    1    5    6.0    1    1
     -9   53    1         HB   140908157    420044B5   125    1    5    6.0    1    1
    -10   53    1         HB   140908157    42004535   125    1    5    6.0    1    1
    -11   53    1         HB   140908157    420045B5   125    1    5    6.0    1    1
    -12   53    1         HB   140908157    42004635   125    1    5    6.0    1    1
    -13   53    1         HB   140908157    420046B5   125    1    5    6.0    1    1
    -14   53    1         HB   140908157    42004735   125    1    5    6.0    1    1
    -15   53    1         HB   140908157    420047B5   125    1    5    6.0    1    1
    -15   53    2         HB   140908157    420087B5   125    1    5    6.0    1    1
    -16   53    1         HB   140908157    42004835   125    1    5    6.0    1    1
    -16   53    2         HB   140908157    42008835   125    1    5    6.0    1    1
     -1   54    1         HB   140908157    420040B6   125    1    5    6.0    1    1
     -2   54    1         HB   140908157    42004136   125    1    5    6.0    1    1
     -3   54    1         HB   140908157    420041B6   125    1    5    6.0    1    1
     -4   54    1         HB   140908157    42004236   125    1    5    6.0    1    1
     -5   54    1         HB   140908157    420042B6   125    1    5    6.0    1    1
     -6   54    1         HB   140908157    42004336   125    1    5    6.0    1    1
     -7   54    1         HB   140908157    420043B6   125    1    5    6.0    1    1
     -8   54    1         HB   140908157    42004436   125    1    5    6.0    1    1
     -9   54    1         HB   140908157    420044B6   125    1    5    6.0    1    1
    -10   54    1         HB   140908157    42004536   125    1    5    6.0    1    1
    -11   54    1         HB   140908157    420045B6   125    1    5    6.0    1    1
    -12   54    1         HB   140908157    42004636   125    1    5    6.0    1    1
    -13   54    1         HB   140908157    420046B6   125    1    5    6.0    1    1
    -14   54    1         HB   140908157    42004736   125    1    5    6.0    1    1
    -15   54    1         HB   140908157    420047B6   125    1    5    6.0    1    1
    -15   54    2         HB   140908157    420087B6   125    1    5    6.0    1    1
    -16   54    1         HB   140908157    42004836   125    1    5    6.0    1    1
    -16   54    2         HB   140908157    42008836   125    1    5    6.0    1    1
     -1   55    1         HB   140908157    420040B7   125    1    5    6.0    1    1
     -2   55    1         HB   140908157    42004137   125    1    5    6.0    1    1
     -3   55    1         HB   140908157    420041B7   125    1    5    6.0    1    1
     -4   55    1         HB   140908157    42004237   125    1    5    6.0    1    1
     -5   55    1         HB   140908157    420042B7   125    1    5    6.0    1    1
     -6   55    1         HB   140908157    42004337   125    1    5    6.0    1    1
     -7   55    1         HB   140908157    420043B7   125    1    5    6.0    1    1
     -8   55    1         HB   140908157    42004437   125    1    5    6.0    1    1
     -9   55    1         HB   140908157    420044B7   125    1    5    6.0    1    1
    -10   55    1         HB   140908157    42004537   125    1    5    6.0    1    1
    -11   55    1         HB   140908157    420045B7   125    1    5    6.0    1    1
    -12   55    1         HB   140908157    42004637   125    1    5    6.0    1    1
    -13   55    1         HB   140908157    420046B7   125    1    5    6.0    1    1
    -14   55    1         HB   140908157    42004737   125    1    5    6.0    1    1
    -15   55    1         HB   140908157    420047B7   125    1    5    6.0    1    1
    -15   55    2         HB   140908157    420087B7   125    1    5    6.0    1    1
    -16   55    1         HB   140908157    42004837   125    1    5    6.0    1    1
    -16   55    2         HB   140908157    42008837   125    1    5    6.0    1    1
     -1   56    1         HB   140908157    420040B8   125    1    5    6.0    1    1
     -2   56    1         HB   140908157    42004138   125    1    5    6.0    1    1
     -3   56    1         HB   140908157    420041B8   125    1    5    6.0    1    1
     -4   56    1         HB   140908157    42004238   125    1    5    6.0    1    1
     -5   56    1         HB   140908157    420042B8   125    1    5    6.0    1    1
     -6   56    1         HB   140908157    42004338   125    1    5    6.0    1    1
     -7   56    1         HB   140908157    420043B8   125    1    5    6.0    1    1
     -8   56    1         HB   140908157    42004438   125    1    5    6.0    1    1
     -9   56    1         HB   140908157    420044B8   125    1    5    6.0    1    1
    -10   56    1         HB   140908157    42004538   125    1    5    6.0    1    1
    -11   56    1         HB   140908157    420045B8   125    1    5    6.0    1    1
    -12   56    1         HB   140908157    42004638   125    1    5    6.0    1    1
    -13   56    1         HB   140908157    420046B8   125    1    5    6.0    1    1
    -14   56    1         HB   140908157    42004738   125    1    5    6.0    1    1
    -15   56    1         HB   140908157    420047B8   125    1    5    6.0    1    1
    -15   56    2         HB   140908157    420087B8   125    1    5    6.0    1    1
    -16   56    1         HB   140908157    42004838   125    1    5    6.0    1    1
    -16   56    2         HB   140908157    42008838   125    1    5    6.0    1    1
     -1   57    1         HB   140908157    420040B9   125    1    5    6.0    1    1
     -2   57    1         HB   140908157    42004139   125    1    5    6.0    1    1
     -3   57    1         HB   140908157    420041B9   125    1    5    6.0    1    1
     -4   57    1         HB   140908157    42004239   125    1    5    6.0    1    1
     -5   57    1         HB   140908157    420042B9   125    1    5    6.0    1    1
     -6   57    1         HB   140908157    42004339   125    1    5    6.0    1    1
     -7   57    1         HB   140908157    420043B9   125    1    5    6.0    1    1
     -8   57    1         HB   140908157    42004439   125    1    5    6.0    1    1
     -9   57    1         HB   140908157    420044B9   125    1    5    6.0    1    1
    -10   57    1         HB   140908157    42004539   125    1    5    6.0    1    1
    -11   57    1         HB   140908157    420045B9   125    1    5    6.0    1    1
    -12   57    1         HB   140908157    42004639   125    1    5    6.0    1    1
    -13   57    1         HB   140908157    420046B9   125    1    5    6.0    1    1
    -14   57    1         HB   140908157    42004739   125    1    5    6.0    1    1
    -15   57    1         HB   140908157    420047B9   125    1    5    6.0    1    1
    -15   57    2         HB   140908157    420087B9   125    1    5    6.0    1    1
    -16   57    1         HB   140908157    42004839   125    1    5    6.0    1    1
    -16   57    2         HB   140908157    42008839   125    1    5    6.0    1    1
     -1   58    1         HB   140908157    420040BA   125    1    5    6.0    1    1
     -2   58    1         HB   140908157    4200413A   125    1    5    6.0    1    1
     -3   58    1         HB   140908157    420041BA   125    1    5    6.0    1    1
     -4   58    1         HB   140908157    4200423A   125    1    5    6.0    1    1
     -5   58    1         HB   140908157    420042BA   125    1    5    6.0    1    1
     -6   58    1         HB   140908157    4200433A   125    1    5    6.0    1    1
     -7   58    1         HB   140908157    420043BA   125    1    5    6.0    1    1
     -8   58    1         HB   140908157    4200443A   125    1    5    6.0    1    1
     -9   58    1         HB   140908157    420044BA   125    1    5    6.0    1    1
    -10   58    1         HB   140908157    4200453A   125    1    5    6.0    1    1
    -11   58    1         HB   140908157    420045BA   125    1    5    6.0    1    1
    -12   58    1         HB   140908157    4200463A   125    1    5    6.0    1    1
    -13   58    1         HB   140908157    420046BA   125    1    5    6.0    1    1
    -14   58    1         HB   140908157    4200473A   125    1    5    6.0    1    1
    -15   58    1         HB   140908157    420047BA   125    1    5    6.0    1    1
    -15   58    2         HB   140908157    420087BA   125    1    5    6.0    1    1
    -16   58    1         HB   140908157    4200483A   125    1    5    6.0    1    1
    -16   58    2         HB   140908157    4200883A   125    1    5    6.0    1    1
     -1   59    1         HB   140908157    420040BB   125    1    5    6.0    1    1
     -2   59    1         HB   140908157    4200413B   125    1    5    6.0    1    1
     -3   59    1         HB   140908157    420041BB   125    1    5    6.0    1    1
     -4   59    1         HB   140908157    4200423B   125    1    5    6.0    1    1
     -5   59    1         HB   140908157    420042BB   125    1    5    6.0    1    1
     -6   59    1         HB   140908157    4200433B   125    1    5    6.0    1    1
     -7   59    1         HB   140908157    420043BB   125    1    5    6.0    1    1
     -8   59    1         HB   140908157    4200443B   125    1    5    6.0    1    1
     -9   59    1         HB   140908157    420044BB   125    1    5    6.0    1    1
    -10   59    1         HB   140908157    4200453B   125    1    5    6.0    1    1
    -11   59    1         HB   140908157    420045BB   125    1    5    6.0    1    1
    -12   59    1         HB   140908157    4200463B   125    1    5    6.0    1    1
    -13   59    1         HB   140908157    420046BB   125    1    5    6.0    1    1
    -14   59    1         HB   140908157    4200473B   125    1    5    6.0    1    1
    -15   59    1         HB   140908157    420047BB   125    1    5    6.0    1    1
    -15   59    2         HB   140908157    420087BB   125    1    5    6.0    1    1
    -16   59    1         HB   140908157    4200483B   125    1    5    6.0    1    1
    -16   59    2         HB   140908157    4200883B   125    1    5    6.0    1    1
     -1   60    1         HB   140908157    420040BC   125    1    5    6.0    1    1
     -2   60    1         HB   140908157    4200413C   125    1    5    6.0    1    1
     -3   60    1         HB   140908157    420041BC   125    1    5    6.0    1    1
     -4   60    1         HB   140908157    4200423C   125    1    5    6.0    1    1
     -5   60    1         HB   140908157    420042BC   125    1    5    6.0    1    1
     -6   60    1         HB   140908157    4200433C   125    1    5    6.0    1    1
     -7   60    1         HB   140908157    420043BC   125    1    5    6.0    1    1
     -8   60    1         HB   140908157    4200443C   125    1    5    6.0    1    1
     -9   60    1         HB   140908157    420044BC   125    1    5    6.0    1    1
    -10   60    1         HB   140908157    4200453C   125    1    5    6.0    1    1
    -11   60    1         HB   140908157    420045BC   125    1    5    6.0    1    1
    -12   60    1         HB   140908157    4200463C   125    1    5    6.0    1    1
    -13   60    1         HB   140908157    420046BC   125    1    5    6.0    1    1
    -14   60    1         HB   140908157    4200473C   125    1    5    6.0    1    1
    -15   60    1         HB   140908157    420047BC   125    1    5    6.0    1    1
    -15   60    2         HB   140908157    420087BC   125    1    5    6.0    1    1
    -16   60    1         HB   140908157    4200483C   125    1    5    6.0    1    1
    -16   60    2         HB   140908157    4200883C   125    1    5    6.0    1    1
     -1   61    1         HB   140908157    420040BD   125    1    5    6.0    1    1
     -2   61    1         HB   140908157    4200413D   125    1    5    6.0    1    1
     -3   61    1         HB   140908157    420041BD   125    1    5    6.0    1    1
     -4   61    1         HB   140908157    4200423D   125    1    5    6.0    1    1
     -5   61    1         HB   140908157    420042BD   125    1    5    6.0    1    1
     -6   61    1         HB   140908157    4200433D   125    1    5    6.0    1    1
     -7   61    1         HB   140908157    420043BD   125    1    5    6.0    1    1
     -8   61    1         HB   140908157    4200443D   125    1    5    6.0    1    1
     -9   61    1         HB   140908157    420044BD   125    1    5    6.0    1    1
    -10   61    1         HB   140908157    4200453D   125    1    5    6.0    1    1
    -11   61    1         HB   140908157    420045BD   125    1    5    6.0    1    1
    -12   61    1         HB   140908157    4200463D   125    1    5    6.0    1    1
    -13   61    1         HB   140908157    420046BD   125    1    5    6.0    1    1
    -14   61    1         HB   140908157    4200473D   125    1    5    6.0    1    1
    -15   61    1         HB   140908157    420047BD   125    1    5    6.0    1    1
    -15   61    2         HB   140908157    420087BD   125    1    5    6.0    1    1
    -16   61    1         HB   140908157    4200483D   125    1    5    6.0    1    1
    -16   61    2         HB   140908157    4200883D   125    1    5    6.0    1    1
     -1   62    1         HB   140908157    420040BE   125    1    5    6.0    1    1
