#                                                        a0: signalShape
#                                                          a1: syncPhase
#                                                       a2: binOfMaximum
#                                                          a3: timePhase
#                                                       a4: timeSmearing
#                                                      a5: packingScheme
#   eta  phi  dep        det      param1      DetId     a0   a1   a2     a3   a4   a5
     13   47    4         HO   136648317    460126AF   125    1    5    5.0    0    1
     14   47    4         HO   136648317    4601272F   125    1    5    5.0    0    1
     15   47    4         HO   136648317    460127AF   125    1    5    5.0    0    1
      1   48    4         HO   136648317    460120B0   125    1    5    5.0    0    1
      2   48    4         HO   136648317    46012130   125    1    5    5.0    0    1
      3   48    4         HO   136648317    460121B0   125    1    5    5.0    0    1
      4   48    4         HO   136648317    46012230   125    1    5    5.0    0    1
      5   48    4         HO   136648393    460122B0   201    1    5    5.0    0    1
      6   48    4         HO   136648393    46012330   201    1    5    5.0    0    1
      7   48    4         HO   136648393    460123B0   201    1    5    5.0    0    1
      8   48    4         HO   136648393    46012430   201    1    5    5.0    0    1
      9   48    4         HO   136648393    460124B0   201    1    5    5.0    0    1
     10   48    4         HO   136648393    46012530   201    1    5    5.0    0    1
     11   48    4         HO   136648317    460125B0   125    1    5    5.0    0    1
     12   48    4         HO   136648317    46012630   125    1    5    5.0    0    1
     13   48    4         HO   136648317    460126B0   125    1    5    5.0    0    1
     14   48    4         HO   136648317    46012730   125    1    5    5.0    0    1
     15   48    4         HO   136648317    460127B0   125    1    5    5.0    0    1
      1   49    4         HO   136648317    460120B1   125    1    5    5.0    0    1
      2   49    4         HO   136648317    46012131   125    1    5    5.0    0    1
      3   49    4         HO   136648317    460121B1   125    1    5    5.0    0    1
      4   49    4         HO   136648317    46012231   125    1    5    5.0    0    1
      5   49    4         HO   136648393    460122B1   201    1    5    5.0    0    1
      6   49    4         HO   136648393    46012331   201    1    5    5.0    0    1
      7   49    4         HO   136648393    460123B1   201    1    5    5.0    0    1
      8   49    4         HO   136648393    46012431   201    1    5    5.0    0    1
      9   49    4         HO   136648393    460124B1   201    1    5    5.0    0    1
     10   49    4         HO   136648393    46012531   201    1    5    5.0    0    1
     11   49    4         HO   136648317    460125B1   125    1    5    5.0    0    1
     12   49    4         HO   136648317    46012631   125    1    5    5.0    0    1
     13   49    4         HO   136648317    460126B1   125    1    5    5.0    0    1
     14   49    4         HO   136648317    46012731   125    1    5    5.0    0    1
     15   49    4         HO   136648317    460127B1   125    1    5    5.0    0    1
      1   50    4         HO   136648317    460120B2   125    1    5    5.0    0    1
      2   50    4         HO   136648317    46012132   125    1    5    5.0    0    1
      3   50    4         HO   136648317    460121B2   125    1    5    5.0    0    1
      4   50    4         HO   136648317    46012232   125    1    5    5.0    0    1
      5   50    4         HO   136648393    460122B2   201    1    5    5.0    0    1
      6   50    4         HO   136648393    46012332   201    1    5    5.0    0    1
      7   50    4         HO   136648393    460123B2   201    1    5    5.0    0    1
      8   50    4         HO   136648393    46012432   201    1    5    5.0    0    1
      9   50    4         HO   136648393    460124B2   201    1    5    5.0    0    1
     10   50    4         HO   136648393    46012532   201    1    5    5.0    0    1
     11   50    4         HO   136648317    460125B2   125    1    5    5.0    0    1
     12   50    4         HO   136648317    46012632   125    1    5    5.0    0    1
     13   50    4         HO   136648317    460126B2   125    1    5    5.0    0    1
     14   50    4         HO   136648317    46012732   125    1    5    5.0    0    1
     15   50    4         HO   136648317    460127B2   125    1    5    5.0    0    1
      1   51    4         HO   136648317    460120B3   125    1    5    5.0    0    1
      2   51    4         HO   136648317    46012133   125    1    5    5.0    0    1
      3   51    4         HO   136648317    460121B3   125    1    5    5.0    0    1
      4   51    4         HO   136648317    46012233   125    1    5    5.0    0    1
      5   51    4         HO   136648393    460122B3   201    1    5    5.0    0    1
      6   51    4         HO   136648393    46012333   201    1    5    5.0    0    1
      7   51    4         HO   136648393    460123B3   201    1    5    5.0    0    1
      8   51    4         HO   136648393    46012433   201    1    5    5.0    0    1
      9   51    4         HO   136648393    460124B3   201    1    5    5.0    0    1
     10   51    4         HO   136648393    46012533   201    1    5    5.0    0    1
     11   51    4         HO   136648317    460125B3   125    1    5    5.0    0    1
     12   51    4         HO   136648317    46012633   125    1    5    5.0    0    1
     13   51    4         HO   136648317    460126B3   125    1    5    5.0    0    1
     14   51    4         HO   136648317    46012733   125    1    5    5.0    0    1
     15   51    4         HO   136648317    460127B3   125    1    5    5.0    0    1
      1   52    4         HO   136648317    460120B4   125    1    5    5.0    0    1
      2   52    4         HO   136648317    46012134   125    1    5    5.0    0    1
      3   52    4         HO   136648317    460121B4   125    1    5    5.0    0    1
      4   52    4         HO   136648317    46012234   125    1    5    5.0    0    1
      5   52    4         HO   136648393    460122B4   201    1    5    5.0    0    1
      6   52    4         HO   136648393    46012334   201    1    5    5.0    0    1
      7   52    4         HO   136648393    460123B4   201    1    5    5.0    0    1
      8   52    4         HO   136648393    46012434   201    1    5    5.0    0    1
      9   52    4         HO   136648393    460124B4   201    1    5    5.0    0    1
     10   52    4         HO   136648393    46012534   201    1    5    5.0    0    1
     11   52    4         HO   136648317    460125B4   125    1    5    5.0    0    1
     12   52    4         HO   136648317    46012634   125    1    5    5.0    0    1
     13   52    4         HO   136648317    460126B4   125    1    5    5.0    0    1
     14   52    4         HO   136648317    46012734   125    1    5    5.0    0    1
     15   52    4         HO   136648317    460127B4   125    1    5    5.0    0    1
      1   53    4         HO   136648317    460120B5   125    1    5    5.0    0    1
      2   53    4         HO   136648317    46012135   125    1    5    5.0    0    1
      3   53    4         HO   136648317    460121B5   125    1    5    5.0    0    1
      4   53    4         HO   136648317    46012235   125    1    5    5.0    0    1
      5   53    4         HO   136648394    460122B5   202    1    5    5.0    0    1
      6   53    4         HO   136648394    46012335   202    1    5    5.0    0    1
      7   53    4         HO   136648394    460123B5   202    1    5    5.0    0    1
      8   53    4         HO   136648394    46012435   202    1    5    5.0    0    1
      9   53    4         HO   136648394    460124B5   202    1    5    5.0    0    1
     10   53    4         HO   136648394    46012535   202    1    5    5.0    0    1
     11   53    4         HO   136648317    460125B5   125    1    5    5.0    0    1
     12   53    4         HO   136648317    46012635   125    1    5    5.0    0    1
     13   53    4         HO   136648317    460126B5   125    1    5    5.0    0    1
     14   53    4         HO   136648317    46012735   125    1    5    5.0    0    1
     15   53    4         HO   136648317    460127B5   125    1    5    5.0    0    1
      1   54    4         HO   136648317    460120B6   125    1    5    5.0    0    1
      2   54    4         HO   136648317    46012136   125    1    5    5.0    0    1
      3   54    4         HO   136648317    460121B6   125    1    5    5.0    0    1
      4   54    4         HO   136648317    46012236   125    1    5    5.0    0    1
      5   54    4         HO   136648394    460122B6   202    1    5    5.0    0    1
      6   54    4         HO   136648394    46012336   202    1    5    5.0    0    1
      7   54    4         HO   136648394    460123B6   202    1    5    5.0    0    1
      8   54    4         HO   136648394    46012436   202    1    5    5.0    0    1
      9   54    4         HO   136648394    460124B6   202    1    5    5.0    0    1
     10   54    4         HO   136648394    46012536   202    1    5    5.0    0    1
     11   54    4         HO   136648317    460125B6   125    1    5    5.0    0    1
     12   54    4         HO   136648317    46012636   125    1    5    5.0    0    1
     13   54    4         HO   136648317    460126B6   125    1    5    5.0    0    1
     14   54    4         HO   136648317    46012736   125    1    5    5.0    0    1
     15   54    4         HO   136648317    460127B6   125    1    5    5.0    0    1
      1   55    4         HO   136648317    460120B7   125    1    5    5.0    0    1
      2   55    4         HO   136648317    46012137   125    1    5    5.0    0    1
      3   55    4         HO   136648317    460121B7   125    1    5    5.0    0    1
      4   55    4         HO   136648317    46012237   125    1    5    5.0    0    1
      5   55    4         HO   136648394    460122B7   202    1    5    5.0    0    1
      6   55    4         HO   136648394    46012337   202    1    5    5.0    0    1
      7   55    4         HO   136648394    460123B7   202    1    5    5.0    0    1
      8   55    4         HO   136648394    46012437   202    1    5    5.0    0    1
      9   55    4         HO   136648394    460124B7   202    1    5    5.0    0    1
     10   55    4         HO   136648394    46012537   202    1    5    5.0    0    1
     11   55    4         HO   136648317    460125B7   125    1    5    5.0    0    1
     12   55    4         HO   136648317    46012637   125    1    5    5.0    0    1
     13   55    4         HO   136648317    460126B7   125    1    5    5.0    0    1
     14   55    4         HO   136648317    46012737   125    1    5    5.0    0    1
     15   55    4         HO   136648317    460127B7   125    1    5    5.0    0    1
      1   56    4         HO   136648317    460120B8   125    1    5    5.0    0    1
      2   56    4         HO   136648317    46012138   125    1    5    5.0    0    1
      3   56    4         HO   136648317    460121B8   125    1    5    5.0    0    1
      4   56    4         HO   136648317    46012238   125    1    5    5.0    0    1
      5   56    4         HO   136648394    460122B8   202    1    5    5.0    0    1
      6   56    4         HO   136648394    46012338   202    1    5    5.0    0    1
      7   56    4         HO   136648394    460123B8   202    1    5    5.0    0    1
      8   56    4         HO   136648394    46012438   202    1    5    5.0    0    1
      9   56    4         HO   136648394    460124B8   202    1    5    5.0    0    1
     10   56    4         HO   136648394    46012538   202    1    5    5.0    0    1
     11   56    4         HO   136648317    460125B8   125    1    5    5.0    0    1
     12   56    4         HO   136648317    46012638   125    1    5    5.0    0    1
     13   56    4         HO   136648317    460126B8   125    1    5    5.0    0    1
     14   56    4         HO   136648317    46012738   125    1    5    5.0    0    1
     15   56    4         HO   136648317    460127B8   125    1    5    5.0    0    1
      1   57    4         HO   136648317    460120B9   125    1    5    5.0    0    1
      2   57    4         HO   136648317    46012139   125    1    5    5.0    0    1
      3   57    4         HO   136648317    460121B9   125    1    5    5.0    0    1
      4   57    4         HO   136648317    46012239   125    1    5    5.0    0    1
      5   57    4         HO   136648394    460122B9   202    1    5    5.0    0    1
      6   57    4         HO   136648394    46012339   202    1    5    5.0    0    1
      7   57    4         HO   136648394    460123B9   202    1    5    5.0    0    1
      8   57    4         HO   136648394    46012439   202    1    5    5.0    0    1
      9   57    4         HO   136648394    460124B9   202    1    5    5.0    0    1
     10   57    4         HO   136648394    46012539   202    1    5    5.0    0    1
     11   57    4         HO   136648317    460125B9   125    1    5    5.0    0    1
     12   57    4         HO   136648317    46012639   125    1    5    5.0    0    1
     13   57    4         HO   136648317    460126B9   125    1    5    5.0    0    1
     14   57    4         HO   136648317    46012739   125    1    5    5.0    0    1
     15   57    4         HO   136648317    460127B9   125    1    5    5.0    0    1
      1   58    4         HO   136648317    460120BA   125    1    5    5.0    0    1
      2   58    4         HO   136648317    4601213A   125    1    5    5.0    0    1
      3   58    4         HO   136648317    460121BA   125    1    5    5.0    0    1
      4   58    4         HO   136648317    4601223A   125    1    5    5.0    0    1
      5   58    4         HO   136648394    460122BA   202    1    5    5.0    0    1
      6   58    4         HO   136648394    4601233A   202    1    5    5.0    0    1
      7   58    4         HO   136648394    460123BA   202    1    5    5.0    0    1
      8   58    4         HO   136648394    4601243A   202    1    5    5.0    0    1
      9   58    4         HO   136648394    460124BA   202    1    5    5.0    0    1
     10   58    4         HO   136648394    4601253A   202    1    5    5.0    0    1
     11   58    4         HO   136648317    460125BA   125    1    5    5.0    0    1
     12   58    4         HO   136648317    4601263A   125    1    5    5.0    0    1
     13   58    4         HO   136648317    460126BA   125    1    5    5.0    0    1
     14   58    4         HO   136648317    4601273A   125    1    5    5.0    0    1
     15   58    4         HO   136648317    460127BA   125    1    5    5.0    0    1
      1   59    4         HO   136648317    460120BB   125    1    5    5.0    0    1
      2   59    4         HO   136648317    4601213B   125    1    5    5.0    0    1
      3   59    4         HO   136648317    460121BB   125    1    5    5.0    0    1
      4   59    4         HO   136648317    4601223B   125    1    5    5.0    0    1
      5   59    4         HO   136648317    460122BB   125    1    5    5.0    0    1
      6   59    4         HO   136648317    4601233B   125    1    5    5.0    0    1
      7   59    4         HO   136648317    460123BB   125    1    5    5.0    0    1
      8   59    4         HO   136648317    4601243B   125    1    5    5.0    0    1
      9   59    4         HO   136648317    460124BB   125    1    5    5.0    0    1
     10   59    4         HO   136648317    4601253B   125    1    5    5.0    0    1
     11   59    4         HO   136648394    460125BB   202    1    5    5.0    0    1
     12   59    4         HO   136648394    4601263B   202    1    5    5.0    0    1
     13   59    4         HO   136648394    460126BB   202    1    5    5.0    0    1
     14   59    4         HO   136648394    4601273B   202    1    5    5.0    0    1
     15   59    4         HO   136648394    460127BB   202    1    5    5.0    0    1
      1   60    4         HO   136648317    460120BC   125    1    5    5.0    0    1
      2   60    4         HO   136648317    4601213C   125    1    5    5.0    0    1
      3   60    4         HO   136648317    460121BC   125    1    5    5.0    0    1
      4   60    4         HO   136648317    4601223C   125    1    5    5.0    0    1
      5   60    4         HO   136648317    460122BC   125    1    5    5.0    0    1
      6   60    4         HO   136648317    4601233C   125    1    5    5.0    0    1
      7   60    4         HO   136648317    460123BC   125    1    5    5.0    0    1
      8   60    4         HO   136648317    4601243C   125    1    5    5.0    0    1
      9   60    4         HO   136648317    460124BC   125    1    5    5.0    0    1
     10   60    4         HO   136648317    4601253C   125    1    5    5.0    0    1
     11   60    4         HO   136648394    460125BC   202    1    5    5.0    0    1
     12   60    4         HO   136648394    4601263C   202    1    5    5.0    0    1
     13   60    4         HO   136648394    460126BC   202    1    5    5.0    0    1
     14   60    4         HO   136648394    4601273C   202    1    5    5.0    0    1
     15   60    4         HO   136648394    460127BC   202    1    5    5.0    0    1
      1   61    4         HO   136648317    460120BD   125    1    5    5.0    0    1
      2   61    4         HO   136648317    4601213D   125    1    5    5.0    0    1
      3   61    4         HO   136648317    460121BD   125    1    5    5.0    0    1
      4   61    4         HO   136648317    4601223D   125    1    5    5.0    0    1
      5   61    4         HO   136648317    460122BD   125    1    5    5.0    0    1
      6   61    4         HO   136648317    4601233D   125    1    5    5.0    0    1
      7   61    4         HO   136648317    460123BD   125    1    5    5.0    0    1
      8   61    4         HO   136648317    4601243D   125    1    5    5.0    0    1
      9   61    4         HO   136648317    460124BD   125    1    5    5.0    0    1
     10   61    4         HO   136648317    4601253D   125    1    5    5.0    0    1
     11   61    4         HO   136648394    460125BD   202    1    5    5.0    0    1
     12   61    4         HO   136648394    4601263D   202    1    5    5.0    0    1
     13   61    4         HO   136648394    460126BD   202    1    5    5.0    0    1
     14   61    4         HO   136648394    4601273D   202    1    5    5.0    0    1
     15   61    4         HO   136648394    460127BD   202    1    5    5.0    0    1
      1   62    4         HO   136648317    460120BE   125    1    5    5.0    0    1
      2   62    4         HO   136648317    4601213E   125    1    5    5.0    0    1
      3   62    4         HO   136648317    460121BE   125    1    5    5.0    0    1
      4   62    4         HO   136648317    4601223E   125    1    5    5.0    0    1
      5   62    4         HO   136648317    460122BE   125    1    5    5.0    0    1
      6   62    4         HO   136648317    4601233E   125    1    5    5.0    0    1
      7   62    4         HO   136648317    460123BE   125    1    5    5.0    0    1
      8   62    4         HO   136648317    4601243E   125    1    5    5.0    0    1
      9   62    4         HO   136648317    460124BE   125    1    5    5.0    0    1
     10   62    4         HO   136648317    4601253E   125    1    5    5.0    0    1
     11   62    4         HO   136648394    460125BE   202    1    5    5.0    0    1
     12   62    4         HO   136648394    4601263E   202    1    5    5.0    0    1
     13   62    4         HO   136648394    460126BE   202    1    5    5.0    0    1
     14   62    4         HO   136648394    4601273E   202    1    5    5.0    0    1
     15   62    4         HO   136648394    460127BE   202    1    5    5.0    0    1
      1   63    4         HO   136648317    460120BF   125    1    5    5.0    0    1
      2   63    4         HO   136648317    4601213F   125    1    5    5.0    0    1
      3   63    4         HO   136648317    460121BF   125    1    5    5.0    0    1
      4   63    4         HO   136648317    4601223F   125    1    5    5.0    0    1
      5   63    4         HO   136648317    460122BF   125    1    5    5.0    0    1
      6   63    4         HO   136648317    4601233F   125    1    5    5.0    0    1
      7   63    4         HO   136648317    460123BF   125    1    5    5.0    0    1
      8   63    4         HO   136648317    4601243F   125    1    5    5.0    0    1
      9   63    4         HO   136648317    460124BF   125    1    5    5.0    0    1
     10   63    4         HO   136648317    4601253F   125    1    5    5.0    0    1
     11   63    4         HO   136648394    460125BF   202    1    5    5.0    0    1
     12   63    4         HO   136648394    4601263F   202    1    5    5.0    0    1
     13   63    4         HO   136648394    460126BF   202    1    5    5.0    0    1
     14   63    4         HO   136648394    4601273F   202    1    5    5.0    0    1
     15   63    4         HO   136648394    460127BF   202    1    5    5.0    0    1
      1   64    4         HO   136648317    460120C0   125    1    5    5.0    0    1
      2   64    4         HO   136648317    46012140   125    1    5    5.0    0    1
      3   64    4         HO   136648317    460121C0   125    1    5    5.0    0    1
      4   64    4         HO   136648317    46012240   125    1    5    5.0    0    1
      5   64    4         HO   136648317    460122C0   125    1    5    5.0    0    1
      6   64    4         HO   136648317    46012340   125    1    5    5.0    0    1
      7   64    4         HO   136648317    460123C0   125    1    5    5.0    0    1
      8   64    4         HO   136648317    46012440   125    1    5    5.0    0    1
      9   64    4         HO   136648317    460124C0   125    1    5    5.0    0    1
     10   64    4         HO   136648317    46012540   125    1    5    5.0    0    1
     11   64    4         HO   136648394    460125C0   202    1    5    5.0    0    1
     12   64    4         HO   136648394    46012640   202    1    5    5.0    0    1
     13   64    4         HO   136648394    460126C0   202    1    5    5.0    0    1
     14   64    4         HO   136648394    46012740   202    1    5    5.0    0    1
     15   64    4         HO   136648394    460127C0   202    1    5    5.0    0    1
      1   65    4         HO   136648317    460120C1   125    1    5    5.0    0    1
      2   65    4         HO   136648317    46012141   125    1    5    5.0    0    1
      3   65    4         HO   136648317    460121C1   125    1    5    5.0    0    1
      4   65    4         HO   136648317    46012241   125    1    5    5.0    0    1
      5   65    4         HO   136648317    460122C1   125    1    5    5.0    0    1
      6   65    4         HO   136648317    46012341   125    1    5    5.0    0    1
      7   65    4         HO   136648317    460123C1   125    1    5    5.0    0    1
      8   65    4         HO   136648317    46012441   125    1    5    5.0    0    1
      9   65    4         HO   136648317    460124C1   125    1    5    5.0    0    1
     10   65    4         HO   136648317    46012541   125    1    5    5.0    0    1
     11   65    4         HO   136648394    460125C1   202    1    5    5.0    0    1
     12   65    4         HO   136648394    46012641   202    1    5    5.0    0    1
     13   65    4         HO   136648394    460126C1   202    1    5    5.0    0    1
     14   65    4         HO   136648394    46012741   202    1    5    5.0    0    1
     15   65    4         HO   136648394    460127C1   202    1    5    5.0    0    1
      1   66    4         HO   136648317    460120C2   125    1    5    5.0    0    1
      2   66    4         HO   136648317    46012142   125    1    5    5.0    0    1
      3   66    4         HO   136648317    460121C2   125    1    5    5.0    0    1
      4   66    4         HO   136648317    46012242   125    1    5    5.0    0    1
      5   66    4         HO   136648317    460122C2   125    1    5    5.0    0    1
      6   66    4         HO   136648317    46012342   125    1    5    5.0    0    1
      7   66    4         HO   136648317    460123C2   125    1    5    5.0    0    1
      8   66    4         HO   136648317    46012442   125    1    5    5.0    0    1
      9   66    4         HO   136648317    460124C2   125    1    5    5.0    0    1
     10   66    4         HO   136648317    46012542   125    1    5    5.0    0    1
     11   66    4         HO   136648394    460125C2   202    1    5    5.0    0    1
     12   66    4         HO   136648394    46012642   202    1    5    5.0    0    1
     13   66    4         HO   136648394    460126C2   202    1    5    5.0    0    1
     14   66    4         HO   136648394    46012742   202    1    5    5.0    0    1
     15   66    4         HO   136648394    460127C2   202    1    5    5.0    0    1
      1   67    4         HO   136648317    460120C3   125    1    5    5.0    0    1
      2   67    4         HO   136648317    46012143   125    1    5    5.0    0    1
      3   67    4         HO   136648317    460121C3   125    1    5    5.0    0    1
      4   67    4         HO   136648317    46012243   125    1    5    5.0    0    1
      5   67    4         HO   136648317    460122C3   125    1    5    5.0    0    1
      6   67    4         HO   136648317    46012343   125    1    5    5.0    0    1
      7   67    4         HO   136648317    460123C3   125    1    5    5.0    0    1
      8   67    4         HO   136648317    46012443   125    1    5    5.0    0    1
      9   67    4         HO   136648317    460124C3   125    1    5    5.0    0    1
     10   67    4         HO   136648317    46012543   125    1    5    5.0    0    1
     11   67    4         HO   136648394    460125C3   202    1    5    5.0    0    1
     12   67    4         HO   136648394    46012643   202    1    5    5.0    0    1
     13   67    4         HO   136648394    460126C3   202    1    5    5.0    0    1
     14   67    4         HO   136648394    46012743   202    1    5    5.0    0    1
     15   67    4         HO   136648394    460127C3   202    1    5    5.0    0    1
      1   68    4         HO   136648317    460120C4   125    1    5    5.0    0    1
      2   68    4         HO   136648317    46012144   125    1    5    5.0    0    1
      3   68    4         HO   136648317    460121C4   125    1    5    5.0    0    1
      4   68    4         HO   136648317    46012244   125    1    5    5.0    0    1
      5   68    4         HO   136648317    460122C4   125    1    5    5.0    0    1
      6   68    4         HO   136648317    46012344   125    1    5    5.0    0    1
      7   68    4         HO   136648317    460123C4   125    1    5    5.0    0    1
      8   68    4         HO   136648317    46012444   125    1    5    5.0    0    1
      9   68    4         HO   136648317    460124C4   125    1    5    5.0    0    1
     10   68    4         HO   136648317    46012544   125    1    5    5.0    0    1
     11   68    4         HO   136648394    460125C4   202    1    5    5.0    0    1
     12   68    4         HO   136648394    46012644   202    1    5    5.0    0    1
     13   68    4         HO   136648394    460126C4   202    1    5    5.0    0    1
     14   68    4         HO   136648394    46012744   202    1    5    5.0    0    1
     15   68    4         HO   136648394    460127C4   202    1    5    5.0    0    1
      1   69    4         HO   136648317    460120C5   125    1    5    5.0    0    1
      2   69    4         HO   136648317    46012145   125    1    5    5.0    0    1
      3   69    4         HO   136648317    460121C5   125    1    5    5.0    0    1
      4   69    4         HO   136648317    46012245   125    1    5    5.0    0    1
      5   69    4         HO   136648317    460122C5   125    1    5    5.0    0    1
      6   69    4         HO   136648317    46012345   125    1    5    5.0    0    1
      7   69    4         HO   136648317    460123C5   125    1    5    5.0    0    1
      8   69    4         HO   136648317    46012445   125    1    5    5.0    0    1
      9   69    4         HO   136648317    460124C5   125    1    5    5.0    0    1
     10   69    4         HO   136648317    46012545   125    1    5    5.0    0    1
     11   69    4         HO   136648394    460125C5   202    1    5    5.0    0    1
     12   69    4         HO   136648394    46012645   202    1    5    5.0    0    1
     13   69    4         HO   136648394    460126C5   202    1    5    5.0    0    1
     14   69    4         HO   136648394    46012745   202    1    5    5.0    0    1
     15   69    4         HO   136648394    460127C5   202    1    5    5.0    0    1
      1   70    4         HO   136648317    460120C6   125    1    5    5.0    0    1
      2   70    4         HO   136648317    46012146   125    1    5    5.0    0    1
      3   70    4         HO   136648317    460121C6   125    1    5    5.0    0    1
      4   70    4         HO   136648317    46012246   125    1    5    5.0    0    1
      5   70    4         HO   136648317    460122C6   125    1    5    5.0    0    1
      6   70    4         HO   136648317    46012346   125    1    5    5.0    0    1
      7   70    4         HO   136648317    460123C6   125    1    5    5.0    0    1
      8   70    4         HO   136648317    46012446   125    1    5    5.0    0    1
      9   70    4         HO   136648317    460124C6   125    1    5    5.0    0    1
     10   70    4         HO   136648317    46012546   125    1    5    5.0    0    1
     11   70    4         HO   136648394    460125C6   202    1    5    5.0    0    1
     12   70    4         HO   136648394    46012646   202    1    5    5.0    0    1
     13   70    4         HO   136648394    460126C6   202    1    5    5.0    0    1
     14   70    4         HO   136648394    46012746   202    1    5    5.0    0    1
     15   70    4         HO   136648394    460127C6   202    1    5    5.0    0    1
      1   71    4         HO   136648317    460120C7   125    1    5    5.0    0    1
      2   71    4         HO   136648317    46012147   125    1    5    5.0    0    1
      3   71    4         HO   136648317    460121C7   125    1    5    5.0    0    1
      4   71    4         HO   136648317    46012247   125    1    5    5.0    0    1
      5   71    4         HO   136648317    460122C7   125    1    5    5.0    0    1
      6   71    4         HO   136648317    46012347   125    1    5    5.0    0    1
      7   71    4         HO   136648317    460123C7   125    1    5    5.0    0    1
      8   71    4         HO   136648317    46012447   125    1    5    5.0    0    1
      9   71    4         HO   136648317    460124C7   125    1    5    5.0    0    1
     10   71    4         HO   136648317    46012547   125    1    5    5.0    0    1
     11   71    4         HO   136648317    460125C7   125    1    5    5.0    0    1
     12   71    4         HO   136648317    46012647   125    1    5    5.0    0    1
     13   71    4         HO   136648317    460126C7   125    1    5    5.0    0    1
     14   71    4         HO   136648317    46012747   125    1    5    5.0    0    1
     15   71    4         HO   136648317    460127C7   125    1    5    5.0    0    1
      1   72    4         HO   136648317    460120C8   125    1    5    5.0    0    1
      2   72    4         HO   136648317    46012148   125    1    5    5.0    0    1
      3   72    4         HO   136648317    460121C8   125    1    5    5.0    0    1
      4   72    4         HO   136648317    46012248   125    1    5    5.0    0    1
      5   72    4         HO   136648317    460122C8   125    1    5    5.0    0    1
      6   72    4         HO   136648317    46012348   125    1    5    5.0    0    1
      7   72    4         HO   136648317    460123C8   125    1    5    5.0    0    1
      8   72    4         HO   136648317    46012448   125    1    5    5.0    0    1
      9   72    4         HO   136648317    460124C8   125    1    5    5.0    0    1
     10   72    4         HO   136648317    46012548   125    1    5    5.0    0    1
     11   72    4         HO   136648317    460125C8   125    1    5    5.0    0    1
     12   72    4         HO   136648317    46012648   125    1    5    5.0    0    1
     13   72    4         HO   136648317    460126C8   125    1    5    5.0    0    1
     14   72    4         HO   136648317    46012748   125    1    5    5.0    0    1
     15   72    4         HO   136648317    460127C8   125    1    5    5.0    0    1
    -29    1    1         HF   137236269    48004E81   301    1    3   14.0    0    1
    -29    1    2         HF   137170733    48008E81   301    1    3   13.0    0    1
    -30    1    1         HF   137236269    48004F01   301    1    3   14.0    0    1
    -30    1    2         HF   137170733    48008F01   301    1    3   13.0    0    1
    -31    1    1         HF   137236269    48004F81   301    1    3   14.0    0    1
    -31    1    2         HF   137170733    48008F81   301    1    3   13.0    0    1
    -32    1    1         HF   137236269    48005001   301    1    3   14.0    0    1
    -32    1    2         HF   137170733    48009001   301    1    3   13.0    0    1
    -33    1    1         HF   137236269    48005081   301    1    3   14.0    0    1
    -33    1    2         HF   137170733    48009081   301    1    3   13.0    0    1
    -34    1    1         HF   137236269    48005101   301    1    3   14.0    0    1
    -34    1    2         HF   137170733    48009101   301    1    3   13.0    0    1
    -35    1    1         HF   137236269    48005181   301    1    3   14.0    0    1
    -35    1    2         HF   137170733    48009181   301    1    3   13.0    0    1
    -36    1    1         HF   137236269    48005201   301    1    3   14.0    0    1
    -36    1    2         HF   137170733    48009201   301    1    3   13.0    0    1
    -37    1    1         HF   137236269    48005281   301    1    3   14.0    0    1
    -37    1    2         HF   137170733    48009281   301    1    3   13.0    0    1
    -38    1    1         HF   137236269    48005301   301    1    3   14.0    0    1
    -38    1    2         HF   137170733    48009301   301    1    3   13.0    0    1
    -39    1    1         HF   137236269    48005381   301    1    3   14.0    0    1
    -39    1    2         HF   137170733    48009381   301    1    3   13.0    0    1
    -29    3    1         HF   137236269    48004E83   301    1    3   14.0    0    1
    -29    3    2         HF   137170733    48008E83   301    1    3   13.0    0    1
    -30    3    1         HF   137236269    48004F03   301    1    3   14.0    0    1
    -30    3    2         HF   137170733    48008F03   301    1    3   13.0    0    1
    -31    3    1         HF   137236269    48004F83   301    1    3   14.0    0    1
    -31    3    2         HF   137170733    48008F83   301    1    3   13.0    0    1
    -32    3    1         HF   137236269    48005003   301    1    3   14.0    0    1
    -32    3    2         HF   137170733    48009003   301    1    3   13.0    0    1
    -33    3    1         HF   137236269    48005083   301    1    3   14.0    0    1
    -33    3    2         HF   137170733    48009083   301    1    3   13.0    0    1
    -34    3    1         HF   137236269    48005103   301    1    3   14.0    0    1
    -34    3    2         HF   137170733    48009103   301    1    3   13.0    0    1
    -35    3    1         HF   137236269    48005183   301    1    3   14.0    0    1
    -35    3    2         HF   137170733    48009183   301    1    3   13.0    0    1
    -36    3    1         HF   137236269    48005203   301    1    3   14.0    0    1
    -36    3    2         HF   137170733    48009203   301    1    3   13.0    0    1
    -37    3    1         HF   137236269    48005283   301    1    3   14.0    0    1
    -37    3    2         HF   137170733    48009283   301    1    3   13.0    0    1
    -38    3    1         HF   137236269    48005303   301    1    3   14.0    0    1
    -38    3    2         HF   137170733    48009303   301    1    3   13.0    0    1
    -39    3    1         HF   137236269    48005383   301    1    3   14.0    0    1
    -39    3    2         HF   137170733    48009383   301    1    3   13.0    0    1
    -40    3    1         HF   137236269    48005403   301    1    3   14.0    0    1
    -40    3    2         HF   137170733    48009403   301    1    3   13.0    0    1
